,season,first_name,last_name,position,origin,destination,transfer_date,rating,stars,eligibility
260,2021,Malik,Reed,LB,Wisconsin,Arizona,2021-04-30T00:00:00.000Z,,3.0,TBD
261,2021,Martavius,French,LB,Tennessee,Hutchinson C.C.,2021-04-30T00:00:00.000Z,,,TBD
262,2021,Jaren,Handy,SDE,Auburn,Indiana,2021-04-30T00:00:00.000Z,,4.0,TBD
263,2021,Geor'quarius,Spivey,TE,Mississippi State,TCU,2021-04-30T00:00:00.000Z,,3.0,Immediate
264,2021,Randy,Fields,WR,West Virginia,,2021-04-30T00:00:00.000Z,,3.0,TBD
265,2021,Terius,Wheatley,RB,Virginia Tech,,2021-04-30T00:00:00.000Z,,3.0,Immediate
266,2021,John,Williams,WR,Memphis,,2021-04-30T00:00:00.000Z,,3.0,Immediate
267,2021,Deshawn,Stevens,LB,Maine,,2021-04-29T00:00:00.000Z,,1.0,Immediate
268,2021,Jadarrius,Perkins,CB,Missouri,Florida,2021-04-29T00:00:00.000Z,,3.0,TBD
269,2021,Seth,McGowan,RB,Oklahoma,,2021-04-29T00:00:00.000Z,,4.0,TBD
270,2021,Cornelius,Forrest Jr.,TE,UCF,,2021-04-29T00:00:00.000Z,,3.0,TBD
271,2021,Jeremy,Singleton,WR,Houston,Houston,2021-04-29T00:00:00.000Z,,3.0,TBD
272,2021,Jeffery,Pooler,EDGE,West Virginia,Northwestern,2021-04-29T00:00:00.000Z,,2.0,TBD
273,2021,Jayden,Cray,LB,Central Michigan,,2021-04-28T00:00:00.000Z,,2.0,TBD
274,2021,Austin,McCready,P,Memphis,,2021-04-28T00:00:00.000Z,,,TBD
275,2021,George,Caratan,P,Arkansas,,2021-04-28T00:00:00.000Z,,,TBD
276,2021,Nevin,Hughes,LB,Central Michigan,,2021-04-28T00:00:00.000Z,,2.0,TBD
277,2021,Tre'Von,Bradley,WR,Houston,UT San Antonio,2021-04-28T00:00:00.000Z,,3.0,Immediate
278,2021,Timothy,Taylor,RB,Memphis,,2021-04-28T00:00:00.000Z,,2.0,TBD
279,2021,Camron,Buckley,WR,Texas A&M,Indiana,2021-04-28T00:00:00.000Z,,3.0,Immediate
280,2021,Derrick,Tucker,S,Texas A&M,Tennessee State,2021-04-28T00:00:00.000Z,,4.0,Immediate
281,2021,Jacob,Farrell,OT,Oklahoma State,North Texas,2020-08-05T00:00:00.000Z,0.8,3.0,TBD
282,2021,Kobah,Fuamatu,LB,San Diego State,,2021-04-27T00:00:00.000Z,,3.0,TBD
283,2021,Travis,Moss,LB,Memphis,,2021-04-27T00:00:00.000Z,,,TBD
284,2021,Eli,Chism,LS,Arkansas,,2021-04-27T00:00:00.000Z,,,TBD
285,2021,Jonathan,Johnson,WR,East Carolina,Richmond,2021-04-27T00:00:00.000Z,,,Immediate
286,2021,Erwin,Byrd,CB,Maryland,Kennesaw State,2021-04-27T00:00:00.000Z,,3.0,TBD
287,2021,Kevin,Doyle,QB,Arizona,,2021-04-27T00:00:00.000Z,,3.0,Immediate
288,2021,Malcolm,Epps,TE,Texas,USC,2021-04-27T00:00:00.000Z,,4.0,TBD
289,2021,Hunter,Salmon,OG,Merrimack,UMass,2021-04-26T00:00:00.000Z,,,Immediate
290,2021,Brian,Garcia,QB,South Alabama,,2021-04-26T00:00:00.000Z,,,TBD
291,2021,Jasiyah,Robinson,EDGE,Michigan State,East Carolina,2021-04-26T00:00:00.000Z,,3.0,Immediate
292,2021,Matt,Vitale,QB,Temple,,2021-04-26T00:00:00.000Z,,,TBD
293,2021,Chris,Mayfield,EDGE,Michigan State,,2021-04-26T00:00:00.000Z,,3.0,TBD
294,2021,Malik,Puryear,EDGE,Wake Forest,,2021-04-26T00:00:00.000Z,,3.0,TBD
295,2021,Khadry,Jackson,LB,North Carolina,Georgia Southern,2021-04-26T00:00:00.000Z,,3.0,TBD
296,2021,Damon,Kaylor,OT,Michigan State,Ball State,2021-04-26T00:00:00.000Z,,3.0,TBD
297,2021,Clayton,Stewart,K,Texas State,,2021-04-26T00:00:00.000Z,,2.0,TBD
298,2021,Taj,Mustapha,WR,Wisconsin,Kent State,2021-04-26T00:00:00.000Z,,3.0,Immediate
299,2021,Carson,Van Lynn,OT,Pittsburgh,Duke,2021-04-26T00:00:00.000Z,,3.0,Immediate
300,2021,DeAri,Todd,DL,Michigan State,,2021-04-26T00:00:00.000Z,,3.0,Immediate
301,2021,Markell,Utsey,DL,Missouri,Arkansas,2021-04-25T00:00:00.000Z,,3.0,TBD
302,2021,Deland,McCullough II,S,Miami (OH),Indiana,2021-04-23T00:00:00.000Z,,3.0,TBD
303,2021,Willie,Allen,OT,Louisiana Tech,Michigan,2020-10-12T00:00:00.000Z,,3.0,Immediate
304,2021,Tre,Williams,WDE,Missouri,Houston,2020-12-10T00:00:00.000Z,0.81,3.0,Immediate
305,2021,Ronald,Williams,CB,Alabama,Michigan State,2021-04-23T00:00:00.000Z,,4.0,TBD
306,2021,Terez,Traynor,WR,Western Kentucky,,2021-04-23T00:00:00.000Z,,3.0,TBD
307,2021,Jacobi,Lott,IOL,Kansas,,2021-04-23T00:00:00.000Z,,3.0,TBD
308,2021,Caleb,Tremblay,DL,USC,Tennessee,2021-04-23T00:00:00.000Z,,4.0,Immediate
309,2021,Wilson,Long,QB,TCU,Vanderbilt,2021-04-22T14:33:00.000Z,,3.0,Immediate
310,2021,Lucas,Luft,TE,Eastern Michigan,,2021-04-22T00:00:00.000Z,,3.0,TBD
311,2021,Carl,Smith,WR,Virginia Tech,,2021-04-22T00:00:00.000Z,,,TBD
312,2021,Giles,Jackson,WR,Michigan,Washington,2021-04-22T00:00:00.000Z,,4.0,Immediate
313,2021,Jacques,Turner,DL,Southern Mississippi,Louisville,2021-04-22T00:00:00.000Z,,3.0,Immediate
314,2021,Anterrious,Gray,OG,North Texas,South Alabama,2021-04-21T00:00:00.000Z,,3.0,Immediate
315,2021,Bryan,Lumsden,RB,Utah State,,2021-04-21T00:00:00.000Z,,,TBD
316,2021,Keevan,Bailey,CB,Colorado State,,2021-04-21T00:00:00.000Z,,3.0,TBD
317,2021,Enoch,Jackson,DL,Arkansas,North Texas,2021-04-21T00:00:00.000Z,,3.0,TBD
318,2021,Gary,Cooper,WR,Indiana,Bryant,2021-04-21T00:00:00.000Z,,3.0,TBD
319,2021,Brayden,Hawkins,QB,Akron,,2021-04-20T00:00:00.000Z,,2.0,TBD
320,2021,Tyler,Kennedy,WR,Southern Mississippi,,2021-04-20T00:00:00.000Z,,3.0,TBD
321,2021,Damarjhe,Lewis,DL,Indiana,Purdue,2021-04-20T00:00:00.000Z,,3.0,TBD
322,2021,Joseph,Johnson,CB,Penn State,Snow College,2021-04-20T00:00:00.000Z,0.8,3.0,TBD
323,2021,Keion,Battle,WR,Northern Illinois,,2021-04-19T00:00:00.000Z,,2.0,TBD
324,2021,Jeramy,Passmore,DL,Indiana,,2021-04-19T00:00:00.000Z,,3.0,TBD
325,2021,Matt,Valecce,QB,Boston College,,2021-04-19T00:00:00.000Z,,3.0,TBD
326,2021,Tyrell,Richards,LB,Syracuse,,2021-04-19T00:00:00.000Z,,3.0,TBD
327,2021,Bryant,Pirtle,LB,Southeast Missouri State,,2021-04-17T00:00:00.000Z,,3.0,Immediate
328,2021,Ricky,Barber,DL,Western Kentucky,UCF,2021-04-16T00:00:00.000Z,,3.0,Immediate
329,2021,Artur,Sitkowski,QB,Rutgers,Illinois,2021-04-16T00:00:00.000Z,,3.0,Immediate
330,2021,Maliq,Carr,WR,Purdue,Michigan State,2021-04-15T00:00:00.000Z,,4.0,TBD
331,2021,Jacob,Nunez,IOL,Arizona State,Nevada,2021-04-14T00:00:00.000Z,,3.0,TBD
332,2021,Curtis,Fann,EDGE,Florida State,,2021-04-14T00:00:00.000Z,,4.0,TBD
333,2021,Patrick,Nations,K,East Carolina,Eastern Kentucky,2021-04-13T00:00:00.000Z,,2.0,Immediate
334,2021,TJ,Jones,WR,Penn State,UAB,2021-04-12T00:00:00.000Z,,3.0,Immediate
335,2021,Noah,Fenske,OG,Iowa,Colorado,2021-04-12T00:00:00.000Z,,3.0,Immediate
336,2021,Trumayne,Guy,OT,Howard,,2021-04-11T00:00:00.000Z,,,PendingAppeal
337,2021,Zack,Kuntz,TE,Penn State,Old Dominion,2021-04-11T00:00:00.000Z,,4.0,Immediate
338,2021,Jack,Badovinac,IOL,Colgate,Illinois,2021-04-08T00:00:00.000Z,,,Immediate
339,2021,Turon,Ivy Jr.,TE,Indiana,Coastal Carolina,2021-04-08T00:00:00.000Z,,3.0,TBD
340,2021,Kholbe,Coleman,LB,Bowling Green,,2021-04-08T00:00:00.000Z,,2.0,TBD
341,2021,Tyree,Rodgers,S,Virginia Tech,Norfolk State,2021-04-08T00:00:00.000Z,,3.0,TBD
342,2021,AJ,Jefferson,CB,Air Force,,2021-04-07T00:00:00.000Z,,,TBD
343,2021,Oren,Milstein,K,Vanderbilt,,2021-04-07T00:00:00.000Z,,,Immediate
344,2021,Allan,Walters,QB,Mississippi State,Arkansas State,2021-04-07T00:00:00.000Z,,3.0,TBD
345,2021,Michael,Cartwright,OT,North Carolina Central,,2021-04-06T00:00:00.000Z,,3.0,TBD
346,2021,Da'Joun,Hewitt,RB,Purdue,,2021-04-06T00:00:00.000Z,,3.0,TBD
347,2021,Josh,Rogers,DL,Texas A&M,Buffalo,2021-04-06T00:00:00.000Z,,3.0,TBD
348,2021,Jeremiah,Harris,LB,Kansas State,Prairie View,2021-04-05T00:00:00.000Z,,3.0,Immediate
349,2021,Uluaki,Katoanga,LB,Washington State,,2021-04-05T00:00:00.000Z,,,TBD
350,2021,Dupree,Williams,S,Fresno State,,2021-04-05T00:00:00.000Z,,3.0,TBD
351,2021,Nick,Booker-Brown,DL,NC State,,2021-04-05T00:00:00.000Z,,3.0,TBD
352,2021,Rhett,Weidenbacher,TE,Memphis,,2021-04-05T00:00:00.000Z,,3.0,TBD
353,2021,William,Mohan,LB,Michigan,Tennessee,2021-04-05T00:00:00.000Z,,3.0,Immediate
354,2021,Andrew,Faoliu,WDE,Oregon,,2021-04-05T00:00:00.000Z,0.82,3.0,Immediate
355,2021,Ginial,Isma,CB,Western Michigan,,2021-04-05T00:00:00.000Z,,3.0,TBD
356,2021,Marquis,Spiker,WR,Washington,Nevada,2021-04-05T00:00:00.000Z,,4.0,TBD
357,2021,Austin,Osborne,WR,Washington,,2021-04-05T00:00:00.000Z,,4.0,TBD
358,2021,Hunter,Reynolds,CB,Michigan,,2021-04-05T00:00:00.000Z,,,TBD
359,2021,Kendall,Abdur-Rahman,WR,Notre Dame,,2021-04-02T00:00:00.000Z,,3.0,TBD
360,2021,Qualeem,Charles,OT,American International,UMass,2021-04-01T00:00:00.000Z,,,Immediate
361,2021,Ryan,Boehm,EDGE,Cal Poly,Fresno State,2021-04-01T00:00:00.000Z,,3.0,Immediate
362,2021,Brandon,McKinney,S,Washington,Utah,2021-04-01T00:00:00.000Z,,4.0,Immediate
363,2021,G'Mone,Wilson,RB,Marshall,East Carolina,2021-03-31T00:00:00.000Z,,2.0,Immediate
364,2021,Devon,King,S,Marshall,East Carolina,2021-03-31T00:00:00.000Z,,3.0,Immediate
365,2021,Tyrrell,Pigrome,QB,Western Kentucky,,2021-03-31T00:00:00.000Z,,3.0,TBD
366,2021,Christian,Fitzpatrick,WR,Louisville,Michigan State,2021-03-31T00:00:00.000Z,,3.0,TBD
367,2021,Jahari,Rogers,CB,Florida,SMU,2021-03-31T00:00:00.000Z,,4.0,TBD
368,2021,Kevin,Perkins,RB,Southern Mississippi,,2021-03-31T00:00:00.000Z,,2.0,Immediate
369,2021,Nolan,Groulx,WR,Wake Forest,,2021-03-31T00:00:00.000Z,0.81,3.0,TBD
370,2021,Jaden,Moreland,CB,Georgia Southern,,2021-03-31T00:00:00.000Z,,2.0,TBD
371,2021,Kurt,Rafdal,TE,Nebraska,Boise State,2021-03-31T00:00:00.000Z,,3.0,Immediate
372,2021,Dru,Prox,LB,Kansas,UT San Antonio,2021-03-31T00:00:00.000Z,,,Immediate
373,2021,Ayden,Hector,CB,Washington State,,2021-03-30T00:00:00.000Z,,4.0,TBD
374,2021,Casey,Washington,WR,Illinois,Wake Forest,2021-01-18T00:00:00.000Z,0.81,3.0,TBD
375,2021,David,Summers,QB,Syracuse,,2021-03-29T00:00:00.000Z,,3.0,TBD
376,2021,Floyd,Connell,CB,Louisiana Monroe,,2021-03-29T00:00:00.000Z,,2.0,TBD
377,2021,Darfnell,Gouin,WR,Ohio,,2021-03-29T00:00:00.000Z,,2.0,Immediate
378,2021,Brassir,Stocker,CB,Pittsburgh,,2021-03-26T00:00:00.000Z,,,TBD
379,2021,Anthony,Dinkins-McCall,ATH,Georgia Southern,,2021-03-25T00:00:00.000Z,,3.0,TBD
380,2021,Ray,Rose,WR,North Carolina,East Carolina,2021-03-25T00:00:00.000Z,,4.0,Immediate
381,2021,Eric,Wilson,CB,San Diego State,,2021-03-25T00:00:00.000Z,,3.0,TBD
382,2021,T.J.,Moore,IOL,Florida,Charlotte,2021-03-25T00:00:00.000Z,,4.0,Immediate
383,2021,Chris,Daniels,DL,Missouri,,2021-03-24T00:00:00.000Z,,3.0,Immediate
384,2021,Sean,Brown,TE,Tennessee,Jacksonville State,2021-03-24T00:00:00.000Z,,3.0,Immediate
385,2021,Julian,Sams,IOL,Kent State,,2021-03-24T00:00:00.000Z,,3.0,TBD
386,2021,Cameron,Yowell,QB,Auburn,,2021-03-23T00:00:00.000Z,,,Immediate
387,2021,Quentin,Jones,DL,Kent State,,2021-03-23T00:00:00.000Z,,2.0,TBD
388,2021,Adrian,Spellman,EDGE,Old Dominion,,2021-03-23T00:00:00.000Z,,3.0,TBD
389,2021,CJ,Johnson,CB,Louisiana Tech,,2021-03-23T00:00:00.000Z,,3.0,TBD
390,2021,Wayne,Toussant,WR,Louisiana Tech,,2021-03-23T00:00:00.000Z,,3.0,TBD
391,2021,Malik,Jones,IOL,Florida Atlantic,,2021-03-22T00:00:00.000Z,,3.0,TBD
392,2021,Jamal,Glaspie,WR,Fresno State,,2021-03-22T00:00:00.000Z,,3.0,TBD
393,2021,Casey,Irons,DL,Colorado State,,2021-03-19T00:00:00.000Z,,3.0,TBD
394,2021,Curtis,Ryans,SDE,Georgia Tech,,2021-03-19T00:00:00.000Z,,,TBD
395,2021,Darius,McClendon,S,Middle Tennessee,,2021-03-19T00:00:00.000Z,,3.0,TBD
396,2021,Spencer,Brasch,QB,California,,2021-03-19T00:00:00.000Z,,3.0,TBD
397,2021,Allen,Dailey,WR,Kentucky,South Alabama,2021-03-18T00:00:00.000Z,,3.0,TBD
398,2021,Joe,Ware,OT,Bowling Green,Austin Peay,2021-03-17T00:00:00.000Z,,2.0,Immediate
399,2021,Myles,Prosser,K,Coastal Carolina,,2021-03-16T00:00:00.000Z,,2.0,Immediate
400,2021,Jack,Franklin,IOL,Coastal Carolina,,2021-03-16T00:00:00.000Z,,3.0,Immediate
401,2021,Kameron,Burton,S,Coastal Carolina,,2021-03-16T00:00:00.000Z,,,TBD
402,2021,Caleb,Willis,CB,Middle Tennessee,,2021-03-16T00:00:00.000Z,,,TBD
403,2021,Kobe,McAllister,OT,Cincinnati,Chattanooga,2021-03-16T00:00:00.000Z,,3.0,TBD
404,2021,Timarcus,Simpson,CB,Eastern Michigan,South Florida,2021-03-16T00:00:00.000Z,,3.0,TBD
405,2021,Bryce,Oliver,WR,Kentucky,,2021-03-16T00:00:00.000Z,,3.0,TBD
406,2021,Reggie,Pearson Jr.,S,Wisconsin,Texas Tech,2021-03-16T00:00:00.000Z,,3.0,TBD
407,2021,Kam'ron,Green,DL,UCF,,2021-03-15T00:00:00.000Z,,3.0,TBD
408,2021,Asher,Frow,EDGE,North Texas,Kent State,2021-03-14T00:00:00.000Z,,,TBD
409,2021,Niko,Cooper,LB,Nebraska,Western Kentucky,2021-03-12T00:00:00.000Z,,3.0,TBD
410,2021,Dylan,Perez,DL,Army,,2021-03-11T00:00:00.000Z,,2.0,TBD
411,2021,Lance,Boykin,CB,Old Dominion,,2021-03-11T00:00:00.000Z,,2.0,TBD
412,2021,Austin,Hergott,TE,Central Michigan,,2021-03-11T00:00:00.000Z,,3.0,TBD
413,2021,Antonio,Alfano,DL,Colorado,Independence C.C.,2021-03-10T00:00:00.000Z,,5.0,TBD
414,2021,William,Brown,WR,SMU,,2021-03-10T00:00:00.000Z,,3.0,TBD
415,2021,Lamar,Campbell,CB,Washington State,Idaho,2021-03-09T00:00:00.000Z,,3.0,TBD
416,2021,Roy,Yancey,LB,South Alabama,,2021-03-09T00:00:00.000Z,,3.0,TBD
417,2021,Davon,Bomar,EDGE,Coastal Carolina,Stony Brook,2021-03-08T00:00:00.000Z,,2.0,TBD
418,2021,Evan,Jones,CB,Georgia State,,2021-03-08T00:00:00.000Z,,2.0,TBD
419,2021,Tyrone,Scott,S,Central Michigan,,2021-03-08T00:00:00.000Z,,2.0,TBD
420,2021,Jarrius,Wallace,S,Arizona,,2021-03-08T00:00:00.000Z,,3.0,Immediate
421,2021,Jacob,Kainer,TE,Tulsa,Sam Houston State,2021-03-06T00:00:00.000Z,,3.0,TBD
422,2021,KJ,Trujillo,CB,Colorado,Wake Forest,2021-03-06T00:00:00.000Z,,3.0,Immediate
423,2021,Melquise,Stovall,WR,Hawai'i,Pittsburgh,2021-03-05T00:00:00.000Z,,3.0,Immediate
424,2021,Graham,Faloona,LB,Utah,Texas State,2021-03-05T00:00:00.000Z,,3.0,Immediate
425,2021,Jason,Heller,WR,Marshall,,2021-03-04T00:00:00.000Z,,2.0,TBD
426,2021,Dajeun,Gibson,S,Charlotte,,2021-03-04T00:00:00.000Z,,3.0,TBD
427,2021,John,Mincey,DL,Tennessee,Arkansas State,2021-03-04T00:00:00.000Z,,3.0,Immediate
428,2021,Marqez,Bimage,EDGE,Texas,,2021-03-04T00:00:00.000Z,0.81,3.0,Immediate
429,2021,Jalen,Jackson,WR,Kennesaw State,Louisiana Monroe,2021-03-03T00:00:00.000Z,,,TBD
430,2021,Jaden,Casey,QB,California,,2021-03-03T00:00:00.000Z,,3.0,TBD
431,2021,Alec,Trujillo,QB,San José State,Iowa Central C.C.,2021-03-03T00:00:00.000Z,,3.0,Immediate
432,2021,Emmit,Gooden,DL,Tennessee,,2021-03-03T00:00:00.000Z,,4.0,TBD
433,2021,Britt,Beery,IOL,Indiana,,2021-03-03T00:00:00.000Z,,3.0,Immediate
434,2021,Tra,Fluellen,S,Houston Christian,,2021-03-02T00:00:00.000Z,,2.0,TBD
435,2021,Devin,Richardson,LB,New Mexico State,Texas,2021-03-02T00:00:00.000Z,,3.0,TBD
436,2021,Blayne,Toll,TE,Arkansas,Colorado,2021-03-02T00:00:00.000Z,,3.0,Immediate
437,2021,Elmer,Pauni,EDGE,New Mexico,,2021-03-02T00:00:00.000Z,,,TBD
438,2021,Michael,Lindauer,QB,Cincinnati,,2021-03-02T00:00:00.000Z,,3.0,TBD
439,2021,Dequan,Watts,CB,Texas Tech,,2021-03-02T00:00:00.000Z,,3.0,TBD
440,2021,Roland,Walder,EDGE,Bowling Green,Eastern Kentucky,2021-03-02T00:00:00.000Z,,3.0,Immediate
441,2021,John,Kirven,EDGE,Virginia,,2021-03-02T00:00:00.000Z,,3.0,Immediate
442,2021,Zach,Hummel,OT,Cincinnati,,2021-03-01T00:00:00.000Z,,3.0,TBD
443,2021,Alex,Angus,LB,East Carolina,North Carolina A&T,2021-03-01T00:00:00.000Z,,3.0,Immediate
444,2021,Jerquavion,Mahone,DL,Kentucky,Temple,2021-03-01T00:00:00.000Z,,3.0,Immediate
445,2021,Jakari,Robinson,IOL,Cincinnati,Memphis,2021-03-01T00:00:00.000Z,,2.0,TBD
446,2021,Alex,Spadone,WR,San Diego,,2021-02-28T00:00:00.000Z,,,TBD
447,2021,Jamari,Brown,CB,Kentucky,,2021-02-27T00:00:00.000Z,,3.0,TBD
448,2021,Kenneth,Kirby,OT,Norfolk State,Georgia Tech,2021-02-26T00:00:00.000Z,,,Immediate
449,2021,Jordan,Avissey,DL,Buffalo,,2021-02-26T00:00:00.000Z,,2.0,TBD
450,2021,Aaron,Reynolds,CB,Texas State,,2021-02-26T00:00:00.000Z,,3.0,TBD
451,2021,Caleb,Lightbourn,P,Oregon State,Idaho,2021-02-26T00:00:00.000Z,,3.0,Immediate
452,2021,Tommy,Bush,WR,Georgia,North Texas,2021-02-26T00:00:00.000Z,,4.0,Immediate
453,2021,Samson,Nacua,WR,Utah,BYU,2021-02-26T00:00:00.000Z,,3.0,Immediate
454,2021,C.J.,McCray,OLB,Marshall,Virginia Tech,2021-02-25T00:00:00.000Z,,,TBD
455,2021,Zach,Farrar,WR,TCU,,2021-02-25T00:00:00.000Z,,,Immediate
456,2021,Griffin,Lampton,LB,Vanderbilt,,2021-02-25T00:00:00.000Z,,3.0,TBD
457,2021,Cameron,Gardner,WR,Utah,,2021-02-25T00:00:00.000Z,,3.0,TBD
458,2021,Keyon,Henry-Brooks,RB,Vanderbilt,Louisiana Tech,2021-02-25T00:00:00.000Z,,3.0,Immediate
459,2021,Seth,Green,WR,Minnesota,Houston,2021-02-25T00:00:00.000Z,,3.0,TBD
460,2021,Camden,Chustz,OT,New Mexico State,,2021-02-24T00:00:00.000Z,,3.0,TBD
461,2021,Blake,Walker,OT,New Mexico State,,2021-02-24T00:00:00.000Z,,2.0,TBD
462,2021,Prince,Okituama,DL,Kent State,,2021-02-24T00:00:00.000Z,,3.0,TBD
463,2021,Theo,Howard,WR,Oklahoma,Utah,2021-02-24T00:00:00.000Z,0.83,3.0,Immediate
464,2021,Tyler,Judson,S,Tulane,,2021-02-24T00:00:00.000Z,,3.0,TBD
465,2021,Nate,Craig-Myers,WR,Colorado State,UCF,2021-02-24T00:00:00.000Z,0.84,3.0,Immediate
466,2021,Bralen,Taylor,EDGE,Baylor,Baylor,2021-02-24T00:00:00.000Z,,3.0,TBD
467,2021,Solvauhn,Moreland,DL,Ball State,,2021-02-23T00:00:00.000Z,,3.0,TBD
468,2021,Kevin,Lemieux,DL,Syracuse,,2021-02-23T00:00:00.000Z,,3.0,TBD
469,2021,Ali,Saad,DL,Minnesota,Bowling Green,2021-02-23T00:00:00.000Z,,3.0,TBD
470,2021,Garrett,Beckman,IOL,UNLV,Colorado Mesa,2021-02-23T00:00:00.000Z,,2.0,TBD
471,2021,Jairus,Grissom,QB,Eastern Michigan,,2021-02-23T00:00:00.000Z,,3.0,TBD
472,2021,Andrew,Boykin,WR,Texas A&M,,2021-02-23T00:00:00.000Z,,,TBD
473,2021,Marqui,Lowery Jr,CB,Louisville,Michigan State,2021-02-22T00:00:00.000Z,,3.0,Immediate
474,2021,Joey,Cambron,QB,Middle Tennessee,,2021-02-22T00:00:00.000Z,,,TBD
475,2021,T.J.,Arnold,EDGE,Georgia State,,2021-02-22T00:00:00.000Z,,,TBD
476,2021,Caleb,Biggers,CB,Bowling Green,Boise State,2021-02-22T00:00:00.000Z,,2.0,TBD
477,2021,Norman,Anderson,CB,Central Michigan,,2021-02-22T00:00:00.000Z,,2.0,TBD
478,2021,Keydrell,Lewis,OT,San José State,Louisiana Monroe,2021-02-21T00:00:00.000Z,,3.0,Immediate
479,2021,Ale,Kaho,ILB,Alabama,UCLA,2021-02-19T00:00:00.000Z,0.81,3.0,TBD
480,2021,Jerodd,Vines,S,Eastern Michigan,North Dakota State,2021-02-19T00:00:00.000Z,,3.0,TBD
481,2021,Jack,Buford,OT,Missouri,New Mexico,2021-02-18T00:00:00.000Z,,4.0,TBD
482,2021,Rob,Vanderlaan,OT,Oregon State,East Carolina,2021-02-18T00:00:00.000Z,,3.0,Immediate
483,2021,Kaleb,Oliver,S,Georgia Tech,,2021-02-18T00:00:00.000Z,,3.0,Immediate
484,2021,Raykwon,Anderson,WR,Appalachian State,,2021-02-17T00:00:00.000Z,,3.0,TBD
485,2021,N'Kosi,Perry,QB,Miami,Florida Atlantic,2021-02-17T00:00:00.000Z,0.82,3.0,TBD
486,2021,Trevon,West,WR,Oklahoma,,2021-02-16T00:00:00.000Z,,3.0,TBD
487,2021,Samuel,Emilus,WR,UMass,Louisiana Tech,2021-02-16T00:00:00.000Z,,3.0,Immediate
488,2021,Adam,Shibley,LB,Michigan,,2021-02-16T00:00:00.000Z,,,Immediate
489,2021,Jason,Simmons,LB,New Mexico State,Syracuse,2021-02-15T00:00:00.000Z,,3.0,TBD
490,2021,Jayden,Harrison,WR,Vanderbilt,Marshall,2021-02-15T00:00:00.000Z,,3.0,TBD
491,2021,Karmi,Mackey,RB,Eastern Michigan,,2021-02-15T00:00:00.000Z,,2.0,Immediate
492,2021,David,Adams,LB,Notre Dame,Notre Dame,2021-02-15T00:00:00.000Z,,4.0,Immediate
493,2021,Ben,Davis,LB,Alabama,Texas,2021-02-15T00:00:00.000Z,0.8,3.0,Immediate
494,2021,Jared,Reed,S,Utah State,Boise State,2021-02-12T00:00:00.000Z,,2.0,Immediate
495,2021,Glenn,Beal,TE,Louisiana,,2021-02-12T00:00:00.000Z,,3.0,TBD
496,2021,Keontae,Luckett,RB,Iowa,,2021-02-12T00:00:00.000Z,,,TBD
497,2021,Ben,VanSumeren,LB,Michigan,Michigan State,2021-02-12T00:00:00.000Z,,3.0,Immediate
498,2021,Madison,Cone,S,Wisconsin,Appalachian State,2021-02-11T00:00:00.000Z,,3.0,Immediate
499,2021,Jared,Cole,RB,UMass,Virginia Tech,2021-02-10T00:00:00.000Z,,3.0,TBD
500,2021,Liam,Ryan,IOL,NC State,,2021-02-10T00:00:00.000Z,,,Immediate
501,2021,Charles,Ross,WR,Nevada,San José State,2021-02-10T00:00:00.000Z,,3.0,Immediate
502,2021,LeAnthony,Williams Jr.,CB,Clemson,Marshall,2021-02-10T00:00:00.000Z,,4.0,Immediate
503,2021,Gabe,Lloyd,TE,Wisconsin,,2021-02-10T00:00:00.000Z,,2.0,Immediate
504,2021,Jordan,Castleberry,RB,Maryland,UT Martin,2021-02-09T00:00:00.000Z,,2.0,TBD
505,2021,Alec,Muck,WR,Central Michigan,,2021-02-09T00:00:00.000Z,,,TBD
506,2021,Sir Oliver,Everett,ATH,UNLV,,2021-02-09T00:00:00.000Z,,2.0,TBD
507,2021,Xander,Yarberough,EDGE,New Mexico State,South Florida,2021-02-09T00:00:00.000Z,,2.0,TBD
508,2021,Jeremiah,Martin,WDE,Texas A&M,Washington,2021-02-09T00:00:00.000Z,0.81,3.0,Immediate
509,2021,Dexter,Manior,TE,Navy,Eastern Michigan,2021-02-08T00:00:00.000Z,,,TBD
510,2021,Gabe,Siemieniec,K,Louisiana Tech,,2021-02-08T00:00:00.000Z,,,Immediate
511,2021,Devin,Lester,WR,Old Dominion,,2021-02-08T00:00:00.000Z,,3.0,TBD
512,2021,Isaiah,Isaac,CB,Wake Forest,,2021-02-08T00:00:00.000Z,,3.0,TBD
513,2021,Micah,Jones,WR,Notre Dame,Illinois State,2021-02-08T00:00:00.000Z,,4.0,TBD
514,2021,Andrew,Clair,RB,Bowling Green,Northwestern,2021-02-08T00:00:00.000Z,,3.0,TBD
515,2021,Zach,Morton,LB,Syracuse,,2021-02-08T00:00:00.000Z,,3.0,TBD
516,2021,Alec,Sinkfield,RB,West Virginia,Boston College,2021-02-08T00:00:00.000Z,,3.0,TBD
517,2021,Jalen,Mayala,EDGE,Indiana,UAB,2021-02-07T00:00:00.000Z,,3.0,TBD
518,2021,Sci,Martin,LB,Missouri,,2021-02-05T00:00:00.000Z,,3.0,Immediate
519,2021,Julius,Coates,DL,Arkansas,,2021-02-05T00:00:00.000Z,,3.0,TBD
520,2021,Matthew,Young,LB,New Mexico State,,2021-02-05T00:00:00.000Z,,2.0,Immediate
521,2021,Damon,Weldon,DL,Charlotte,,2021-02-05T00:00:00.000Z,,2.0,TBD
